hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,reservation_status,reservation_status_date,room_status,guest_type
Resort Hotel,0,2015,July,2,0,0,USA,A,C,Check-Out,04-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,G,G,Check-Out,04-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,IRL,E,E,Check-Out,04-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,F,F,Check-Out,05-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,IRL,A,C,Check-Out,05-07-2015,Un-Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,29-06-2015,Desired,Couples
Resort Hotel,0,2015,July,2,2,0,USA,G,H,Check-Out,05-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,0,0,ESP,A,C,Check-Out,05-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,POL,D,D,Check-Out,05-07-2015,Desired,Couples
Resort Hotel,1,2015,July,3,0,0,PRT,A,A,Canceled,16-06-2015,Desired,Family
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,18-06-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,D,D,Canceled,03-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,12-06-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,05-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,A,Check-Out,05-07-2015,Desired,Couples
Resort Hotel,1,2015,July,3,0,0,PRT,A,A,Canceled,09-06-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,ESP,A,A,Check-Out,06-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,E,E,Canceled,26-05-2015,Desired,Couples
Resort Hotel,0,2015,July,1,0,0,PRT,A,A,Check-Out,07-07-2015,Desired,Singal
Resort Hotel,0,2015,July,2,0,0,DEU,A,A,Check-Out,07-07-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,PRT,D,D,Check-Out,11-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,FRA,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,19-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,A,A,Check-Out,13-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,09-06-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,E,E,Check-Out,13-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,E,E,Check-Out,17-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,F,F,Check-Out,17-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,1,0,PRT,A,A,Canceled,15-04-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,GBR,A,C,Check-Out,04-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,C,Check-Out,04-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,C,Check-Out,04-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,04-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,USA,C,C,Check-Out,04-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,BEL,A,A,Check-Out,04-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,26-05-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,29-06-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,F,F,Canceled,13-05-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,ESP,E,E,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,1,0,PRT,D,D,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,DEU,E,E,Check-Out,10-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,C,Check-Out,07-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,FRA,D,D,Check-Out,07-07-2015,Desired,Couples
Resort Hotel,0,2015,July,1,2,0,FRA,F,F,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,A,C,Check-Out,10-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,2,0,PRT,H,H,Canceled,09-06-2015,Desired,Family
Resort Hotel,1,2015,July,3,0,0,PRT,D,D,Canceled,20-05-2015,Desired,Family
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,22-04-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,1,PRT,A,A,Check-Out,11-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,CHE,D,D,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,1,PRT,E,F,Check-Out,11-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,0,0,GBR,A,A,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,PRT,E,E,Check-Out,12-07-2015,Desired,Family
Resort Hotel,1,2015,July,2,0,0,PRT,E,E,Canceled,12-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,D,D,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,1,0,PRT,D,D,Check-Out,14-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,2,0,PRT,H,G,Check-Out,05-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,D,C,Check-Out,05-07-2015,Un-Desired,Couples
Resort Hotel,1,2015,July,1,0,0,PRT,A,A,Canceled,29-05-2015,Desired,Singal
Resort Hotel,1,2015,July,1,0,0,PRT,E,G,No-Show,04-07-2015,Un-Desired,Singal
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,13-05-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,D,D,Canceled,16-06-2015,Desired,Couples
Resort Hotel,0,2015,July,4,0,0,PRT,H,H,Check-Out,05-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,ESP,E,E,Check-Out,05-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,FRA,A,C,Check-Out,06-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,06-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,FRA,A,A,Check-Out,06-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,FRA,A,C,Check-Out,06-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,C,Check-Out,06-07-2015,Un-Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,D,D,Canceled,01-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,C,Check-Out,06-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,1,0,0,DEU,A,A,Check-Out,06-07-2015,Desired,Singal
Resort Hotel,0,2015,July,1,0,0,PRT,A,D,Check-Out,06-07-2015,Un-Desired,Singal
Resort Hotel,0,2015,July,2,0,0,PRT,A,E,Check-Out,06-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,1,0,0,DEU,A,A,Check-Out,06-07-2015,Desired,Singal
Resort Hotel,1,2015,July,2,0,0,PRT,D,D,Canceled,01-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,G,G,Check-Out,06-07-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,PRT,G,G,Check-Out,07-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,FRA,D,E,Check-Out,07-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,D,D,Check-Out,09-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,1,0,CN,A,D,Check-Out,10-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,0,0,ESP,E,E,Check-Out,10-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,10-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,H,H,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,2,0,PRT,H,H,Canceled,17-06-2015,Desired,Family
Resort Hotel,1,2015,July,2,0,0,PRT,D,D,Canceled,01-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,2,0,PRT,C,C,Check-Out,12-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,IRL,F,F,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,30-03-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,E,E,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,2,0,CHE,H,H,Check-Out,14-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,15-07-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,PRT,D,C,Check-Out,15-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,0,0,GBR,D,D,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,1,0,0,GBR,A,A,Check-Out,19-07-2015,Desired,Singal
Resort Hotel,0,2015,July,2,0,0,GBR,D,D,Check-Out,19-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,2,0,PRT,G,G,Check-Out,11-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,A,C,Check-Out,10-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,USA,G,G,Check-Out,10-07-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,CN,D,D,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,2,0,CHE,G,G,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,1,PRT,D,E,Check-Out,10-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,3,0,0,USA,G,G,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,A,H,Check-Out,06-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,1,0,0,PRT,E,H,Check-Out,06-07-2015,Un-Desired,Singal
Resort Hotel,0,2015,July,2,1,0,PRT,A,E,Check-Out,07-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,A,E,Check-Out,08-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,USA,D,F,Check-Out,08-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GRC,D,D,Check-Out,09-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,E,E,Canceled,03-06-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,E,Check-Out,10-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,C,Check-Out,10-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,F,F,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,C,Check-Out,12-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,2,0,PRT,G,G,Check-Out,13-07-2015,Desired,Family
Resort Hotel,1,2015,July,1,0,0,PRT,A,A,Canceled,26-06-2015,Desired,Singal
Resort Hotel,0,2015,July,2,0,0,GBR,A,A,Check-Out,13-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,C,Check-Out,14-07-2015,Un-Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,D,D,Canceled,14-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,A,A,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,D,D,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,F,F,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,D,D,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,1,0,0,FRA,A,A,Check-Out,17-07-2015,Desired,Singal
Resort Hotel,0,2015,July,2,0,0,ITA,D,D,Check-Out,20-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,A,A,Check-Out,20-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,13-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,07-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,A,Check-Out,10-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,1,0,PRT,F,F,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,07-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,E,Check-Out,07-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,1,0,0,GBR,A,A,Check-Out,08-07-2015,Desired,Singal
Resort Hotel,0,2015,July,3,0,0,PRT,C,C,Check-Out,08-07-2015,Desired,Family
Resort Hotel,0,2015,July,1,0,0,GBR,A,A,Check-Out,08-07-2015,Desired,Singal
Resort Hotel,0,2015,July,3,2,0,ESP,H,H,Check-Out,11-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,USA,D,E,Check-Out,11-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,0,0,NLD,A,A,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,28-05-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,E,E,Canceled,13-04-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,IRL,D,D,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,25-03-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,IRL,D,D,Check-Out,21-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,E,E,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,28-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,ESP,D,D,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,29-06-2015,Desired,Couples
Resort Hotel,0,2015,July,1,0,0,PRT,A,A,Check-Out,09-07-2015,Desired,Singal
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,08-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,08-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,CHE,A,F,Check-Out,10-07-2015,Un-Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,28-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,1,0,PRT,D,D,Canceled,15-04-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,GBR,E,F,Check-Out,15-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,D,D,Check-Out,15-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,15-07-2015,Desired,Couples
Resort Hotel,0,2015,July,3,0,0,IRL,A,A,Check-Out,16-07-2015,Desired,Family
Resort Hotel,0,2015,July,3,0,0,DNK,E,E,Check-Out,17-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,DNK,E,E,Check-Out,17-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,2,0,PRT,C,C,Check-Out,10-07-2015,Desired,Family
Resort Hotel,0,2015,July,3,0,0,ARG,A,C,Check-Out,11-07-2015,Un-Desired,Family
Resort Hotel,0,2015,July,2,2,0,PRT,H,G,Check-Out,11-07-2015,Un-Desired,Family
Resort Hotel,1,2015,July,2,0,0,PRT,D,D,Canceled,02-06-2015,Desired,Couples
Resort Hotel,1,2015,July,2,2,0,PRT,C,C,Canceled,16-06-2015,Desired,Family
Resort Hotel,1,2015,July,2,2,0,PRT,G,G,Canceled,16-06-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,1,PRT,A,A,Check-Out,12-07-2015,Desired,Family
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,23-06-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,27-06-2015,Desired,Couples
Resort Hotel,0,2015,July,1,0,0,RUS,A,A,Check-Out,13-07-2015,Desired,Singal
Resort Hotel,0,2015,July,2,0,0,SWE,A,A,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,POL,A,A,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,FRA,A,D,Check-Out,16-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,A,A,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,E,E,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,E,E,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,16-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,A,A,Canceled,13-05-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,USA,A,A,Check-Out,11-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,1,0,PRT,G,G,Check-Out,12-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,12-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,C,C,Check-Out,13-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,AUS,A,C,Check-Out,13-07-2015,Un-Desired,Couples
Resort Hotel,0,2015,July,2,0,0,GBR,E,E,Check-Out,13-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,F,F,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,F,F,Check-Out,14-07-2015,Desired,Couples
Resort Hotel,1,2015,July,2,0,0,PRT,E,E,Canceled,29-06-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,POL,A,A,Check-Out,15-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,2,PRT,C,C,Check-Out,15-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,2,0,EST,G,G,Check-Out,15-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,PRT,A,A,Check-Out,17-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,17-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,17-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,E,E,Check-Out,17-07-2015,Desired,Couples
Resort Hotel,0,2015,July,1,0,0,RUS,E,E,Check-Out,17-07-2015,Desired,Singal
Resort Hotel,0,2015,July,2,1,0,GBR,F,F,Check-Out,17-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,1,1,PRT,C,C,Check-Out,17-07-2015,Desired,Family
Resort Hotel,0,2015,July,3,1,0,PRT,C,C,Check-Out,18-07-2015,Desired,Family
Resort Hotel,0,2015,July,2,0,0,IRL,A,A,Check-Out,19-07-2015,Desired,Couples
Resort Hotel,0,2015,July,2,0,0,PRT,D,D,Check-Out,20-07-2015,Desired,Couples
